"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"FGFR4",-0.580235286902237,3.17381500757865,-2.36996246449978,0.0626140309878843,0.467750052285253,-4.52329791871082,0.432639660793049
"BLVRA",0.204617712654515,6.6660497025571,2.36943071398727,0.0626559400948446,0.467750052285253,-4.52399689091525,0.432639660793049
"STKLD1",-0.865847654952346,1.50777910166775,-2.35671379934861,0.0636672364930858,0.469480097197982,-4.54071631485109,0.432639660793049
"IKBKE",0.519649777307217,2.71723095021344,2.34085222677482,0.0649532343719841,0.475419926767327,-4.56157870227998,0.432639660793049
"BRD2",-0.26597271441565,6.89487915580398,-2.33043501681267,0.0658129623641791,0.477217518646394,-4.57528498656466,0.432639660793049
"PKN1",-0.603369698096778,4.58402638364499,-2.30700242397854,0.0677917141595881,0.481969378158506,-4.60612824803542,0.432639660793049
"MAP2K3",0.392158632517783,4.52498339044266,2.29306797050612,0.068998502533868,0.484183357340493,-4.62447652085394,0.432639660793049
"NRBP1",0.302846395291096,6.76127119420847,2.2762528085789,0.0704854081810876,0.485624927861333,-4.64662374579235,0.432639660793049
"NIM1K",0.83918572448248,2.29791043284249,2.27295287122098,0.0707812038068253,0.486215086557093,-4.65097073185427,0.432639660793049
"BMPR1B",0.270893180300494,6.07018884051674,2.26064559578226,0.0718961152396547,0.48688674600518,-4.6671846182903,0.432639660793049
"PAK3",-0.310573448202553,2.99036581976798,-2.25711905410162,0.0722190220532838,0.48688674600518,-4.67183098114781,0.432639660793049
"EPHA3",0.449290403153338,4.90658972044971,2.25559812372136,0.0723587620998645,0.48688674600518,-4.67383492044309,0.432639660793049
"KDR",1.58138809671617,-1.5096781966096,2.25206614623712,0.0726843851187144,0.487348666812878,-4.67848867693121,0.432639660793049
"ILK",-0.207434250933304,7.56481412774821,-2.23779767307873,0.074015799656816,0.49155636206769,-4.69729029180767,0.432639660793049
"STK38L",-0.389632031183551,5.26643889836003,-2.23591835054464,0.0741930866412544,0.491635956596058,-4.69976681960918,0.432639660793049
"MATK",-1.33517401640044,-0.646865332169836,-2.22560173066564,0.0751743848063372,0.491709305049427,-4.71336224432583,0.432639660793049
"ALPK3",0.763503940509697,-1.91862027471284,2.20835576856823,0.0768456980237994,0.491709305049427,-4.73609022541005,0.432639660793049
